addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,amenity,check_date,check_date:opening_hours,cuisine,diet:vegetarian,indoor_seating,name,opening_hours,outdoor_seating,phone,smoking,takeaway,website,wheelchair,name:en,operator,wheelchair:description,wikidata,wikipedia,contact:phone,toilets:wheelchair,brand,brand:wikidata,brand:wikipedia,man_made,surveillance,opening_hours:signed,source:imagery,contact:city,contact:country,contact:housenumber,contact:postcode,contact:street,air_conditioning,bar,description,diet:chicken,diet:dairy_free,diet:fish,diet:meat,diet:non-vegetarian,email,highchair,name:it,name:ko,reservation,fixme,internet_access,name:be,name:ru,payment:credit_cards,payment:debit_cards,contact:email,contact:website,diet:halal,diet:vegan,payment:cash,description:en,name:ja,name:zh,ref:vatin,tourism,official_name,brewery,contact:fax,sport,note,start_date,WLAN,heritage,heritage:operator,ref:at:bda,toilets,internet_access:fee,name:etymology,name:etymology:wikidata,shop,Notiz,capacity,delivery,created_by,fax,alt_name,changing_table,changing_table:count,changing_table:location,food,all_you_can_eat,level,lunch:menu,website:menu,url,payment:maestro,payment:mastercard,payment:visa,not:brand:wikidata,wheelchair:description:de,panoramax,panoramax:0,microbrewery,proposed:amenity,opening_hours:kitchen,payment:cards,name:de,wifi,opening_hours:covid19,UID,branch,contact:facebook,contact:instagram,toilets:access,contact:untappd,old_name,source,award:Gault-Millau,award:michelin,organic,regional,diet:kosher,name:he,food:ice_cream,source:cuisine,abandoned:amenity,name:fa,coffee,drink:juice,drive_through,drive_in,addr:housename,self_service,theme,facebook,layer,addr:floor,check_date:diet:vegetarian,addr:unit,diet:gluten_free,mobile,internet_access:ssid,reservation:website,fast_food,payment:qr_code,diet:raw,indoor,covered,fuel,real_fire,seasonal,brothel,distillery,drink:brewery,drink:coffee,drinking_water,disused:cuisine,disused:name,addr:place,payment:american_express,diet:mediterranean,cocktails,building,reservation:email,delivery:partner,diet:healthy,diet:lactose_free,diet:local,service:electricity,buffet,karaoke,architect,architect:wikidata,building:levels,roof:shape,roof:levels,name:signed,cuisine:de,room,id,long,lat,access,addr:district,addr:suburb,at_bev:addr_date,atm,baby_feeding,brand:en,brand:zh,brothel:club,building:colour,bulk_purchase,check_date:diet:halal,check_date:diet:kosher,check_date:diet:vegan,check_date:smoking,currency:XBT,designation,diet:organic,diet:pescetarian,diet:seafood,disused:amenity,fee,food:affogato,height,historic,image,int_name,internet_access:free,leisure,min_age,music,music_genre,noaddress,nohousenumber,noname,not:amenity,opening_hours:drive_through,opening_hours:url,operator:type,owner,payment:lightning,payment:onchain,power_supply,rental,short_name,snack,survey:date,wikimedia_commons,addr:interpolation,building:part,check_date:currency:XBT,contact:mobile,dispensing,disused:brand,disused:opening_hours,disused:operator,disused:shop,drink,entrance,note:cuisine,operator:wikidata,operator:wikipedia,origin,payment:apple_pay,payment:coins,payment:contactless,payment:google_pay,payment:lightning_contactless,payment:notes,payment:others,payment:v_pay,stars,type,check_date:toilets:wheelchair,community_centre:for,diet:egg_free,diet:neopolitan,diet:nut_free,drink:beer,drink:tea,drink:water,drink:whisky,drink:wine,food:burger,food:pasta,food:pizza,food:risotto,food:soup,happy_hours,kids_area,kids_area:fee,kids_area:indoor,kids_area:outdoor,kids_area:supervised,lgbtq,lgbtq:women,menu_languages,payment:cryptocurrencies,product,seats,smoking:outside,website:booking,website:orders,wine:region,wine:type,year_of_construction,addr:door,barrier,brewery:Pils,brewery:Zwickl,burger,disused:name:zh,dog,drink:club-mate,drink:cocktail,internet_access:wlan:bssid,lunch,name:ar,name:zh-Latn-pinyin,payment:account_cards,payment:app,seating,smoking_hours,alt_name_1,alt_name_2,audience,brand:website,drink:smoothie,fetish,food:egg_roll,food:salad,food:toast,food:wraps,internet_access:provider,lunch:buffet,payment:electronic_purses,source:opening_hours,billiards,billiards:snooker,breakfast,condition,contact:mastodon,darts,description:de,dish,food:baklava,food:brioche_con_gelato,location,museum,note:en,operator:addr,oven,payment:diners_club,restaurant,source:date,source:position,addr2:housenumber,addr2:street,board_games,cash_withdrawal,description:covid19,description:payment,drink:gin,pub,wheelchair:description:en,club,fair_trade,kitchen_hours,payment:jcb,payment:unionpay,phone:mobile,reusable_packaging:offer,roof:colour,roof:material,sustenance,addr:city:en,breakfast:buffet,disused,drink:affogato,drink:ayran,food:baba_ghanoush,food:bakery,food:berliner,food:börek,food:chicken,food:churros,food:falafel,food:fatteh,food:ful,food:hummus,food:hurmašica,food:kebab,food:lamajun,food:lokma,food:moussaka,food:pide,food:sandwich,food:schaumrolle,food:tulumba,food:waffel,full_name,mapillary,name:ro,name:tr,payment:bancomat,sells:clothes,source:geometry,bistro,contact:twitter,kitchen,source:amenity,food:cake,name:hr,vegan,biergarten,building:material,amenity_1,contact:tripadvisor,loc_name,lunch:warm,real_ale,toilets:fee,addr:hamlet,diet:macrobiotic,food:pierogi,changing_table:fee,name:el,zero_waste,contact:tiktok,opening_date,sauna,temporary,country,craft,long_name,service_times,closed,drink:beer:Budweiser,drink:beer:Corona,drink:beer:Desperados,drink:beer:Guinness,drink:beer:Heineken,drink:beer:Null_Komma_Josef,drink:beer:Ottakringer,drink:beer:Rotes_Zwickl,drink:beer:Schneider_Weisse,drink:beer:Strongbow,drink:beer:Wieselburger,drink:soft_drink,fence,landuse,menu:url,old_facebook,old_operator,winery,darts:type,operator:phone,serving_system:buffet,serving_system:conveyor_belt,betting,gambling,panoramax:1,panoramax:2,reg_name,shelter_type,addr1:housenumber,addr1:street,addr:subdistrict,al_fresco,diet:meat_free,disused:contact:website,disused:description,disused:start_date,drinking_water:legal,ele,gluten_free,payment:meal_voucher,pet,phone_1,smokefree,source:phone,wlan:operator,payment:nfc,pizza
Wien,,165,1100,Gudrunstraße,fast_food,7/5/2023,,kebab;pizza,,,Saray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11034268463,16.3682656,48.1785672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wien,,23,1100,Alxingergasse,fast_food,7/5/2023,,,,,cigköfte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11034268467,16.3686577,48.1787689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wien,,95,1100,Favoritenstraße,bar,7/18/2023,,,,yes,admiral,Mo-Su 08:00-24:00,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11092998676,16.3769071,48.1778909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wien,,27,1100,Absberggasse,bar,,,,,,Bräuhaus Ten.Fifty,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://de.tenfifty.at/,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11115850115,16.3894552,48.1714576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wien,,116,1100,Quellenstraße,cafe,8/7/2023,,coffee_shop,,,melentÿe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11132231212,16.3669278,48.1762137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wien,,76,1100,Pernerstorfergasse,cafe,8/7/2023,,,,,Hanim Aga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11132231213,16.3670671,48.1771817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wien,,30,1100,Neilreichgasse,fast_food,8/7/2023,,balkan,,,Homolje Grill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11132231215,16.3653496,48.1754528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wien,,29,1100,Karmarschgasse,fast_food,8/7/2023,,italian;burger;pizza,,,Il pendolino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.foodora.at/restaurant/dp0n/il-pendolino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11132231216,16.3651985,48.1773232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wien,,29,1100,Karmarschgasse,fast_food,8/7/2023,,burger;pizza,,,Okay,,,,,,,,,,,,,+43 664 3958261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11132231222,16.3648755,48.1773535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wien,,28,1100,Karmarschgasse,restaurant,8/7/2023,,,,,Koo Popa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11132231223,16.3646427,48.177723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wien,,21,1100,Eckertgasse,cafe,8/7/2023,,,,yes,lokmachus,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11132231228,16.3669897,48.1766177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wien,,15,1100,Erika-Krenn-Promenade,restaurant,,,,,,Steinhart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11219832979,16.3728851,48.1825609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wien,,24,1100,Bloch-Bauer-Promenade,cafe,,,,,,Kaffeesatz,"We,Fr,Sa 08:00-17:00; Th 08:00-21:00; Su 08:00-14:00; Mo,Tu off",yes,,,,https://gleis21.wien/kaffeesatz/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11229612878,16.3857617,48.1788012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wien,,M,1100,Viktor-Adler-Markt,fast_food,11/5/2023,,asian,,yes,Lucky Noodles,"Mo-Sa 09:00-21:00; Su,PH off",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11326698745,16.3767428,48.17697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wien,,M,1100,Viktor-Adler-Markt,restaurant,11/5/2023,,fish,,,Aura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11326698748,16.3762833,48.1769882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wien,,M,1100,Viktor-Adler-Markt,fast_food,11/5/2023,,arab,,,Al Orabi Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11326698750,16.3760984,48.1767006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,yes,,,yes,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wien,,M,1100,Viktor-Adler-Markt,fast_food,11/5/2023,,iraqi,,,Falafel,08:00-20:00,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11326698754,16.376316,48.1769256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wien,,M,1100,Viktor-Adler-Markt,fast_food,3/2/2024,,arab;falafel;fatteh;hummus;ful,yes,,Almiedan,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11326698755,16.3763165,48.1768765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wien,,M,1100,Viktor-Adler-Markt,fast_food,11/5/2023,,chicken,,,Geflügel-Imbiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11326698758,16.3765758,48.1767155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wien,,M,1100,Viktor-Adler-Markt,cafe,11/5/2023,,,,,Lilly's Cafe,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11326698759,16.3765729,48.1766742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wien,,M,1100,Viktor-Adler-Markt,fast_food,11/5/2023,,,,,Orient Tandoor Brot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11326698761,16.3769629,48.1764946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
